,Unnamed: 0,title,author,url,tags,rtitle,rbody,word,coord_x,coord_y
13,13,奥義 - 初音ミク,えびてん。,https://www.nicovideo.jp/watch/sm42470673,"['#※個人の感想です', '#VOCALOID', '#アニメーション', '#ききいる', '#人生賛歌', '#元気が出る', '#初音ミク', '#最後まで聴くべき', '#長文レビュー']",主人公が主人公じゃない！？　物語を新たな切り口で描く、涙腺崩壊必至の4分33秒。,初見は大泣きしてしまうこと請け合いの感動アニメーションMV。自作だからこその世界観の統一と広がりがあります。 サウンドはバンドサウンドをベースにブラスやピアノを華やかに加え、軽やかで明るい雰囲気になっています。結末は決してハッピーエンドでは無いけど暗くはない、そんな作者の思いを感じました。  物語は、主人公の「私」と名乗る女性が、悪魔に親を殺され憎しみと悲しみに打ちひしがれる「君」と呼ばれる少年と出会うところから始まります。 0:16~ 彼女は膝立ちをして少年より目線を下にしています。子供に対する基本の姿勢です。独りで戦っていたはずの女戦士ですが、こんなこともすんなりできてしまう。 そして少年のお腹が出てる、いわゆる幼児体型なのも注目です。このワンカットで、少年がいかに幼いか(=この出来事が大きな絶望か)、彼女がどれだけ愛情深い人間かが分かります。怖いくらい的確に伝わります。 その後、魔法や剣術を少年に教えるアニメーションが続きます。魔法を使えない瞬間は曇天に悔し涙の雨が降る苦しい天気でしたが、そこに2人手を重ねて灯る暖かい火。その火が広がったカットイン(この演出も天才)の後は、晴天の下で剣術の練習。魔法が使えるようになって、いくらか安心している様子が伺えます。その後は、暖かく火の灯る家で昼の怪我を彼女が治す、愛を感じられるシーン。アニメーションの1ピクセルも残さず使って少年の心象を余すところなく伝えてくるイラストの一枚一枚に脱帽です。この時点で「あﾞぁ〜めっちゃいい……」ってなること間違いなし。  　(このレビューを読んでからMVを見る方は、ぜひ1サビの剣術のシーンの2人の動きをよく見てください。理由は後ほど) 　 2番では、2人と青い鳥1匹の旅の様子が描かれます。行く先々には青空が広がり、少年もすっかり彼女に対して心を開いています。真夜中に泣いていた少年はたくさんの笑顔を彼女に向けてくれる。彼女はそんな君に「二人旅はどうだった？　世界を見て何を思った？」と問いかけます。不遇な少年を笑顔にしようと世界を旅する、心温まるイラストが次々と登場します。  そして誰も予想だにしなかった、恐怖の悪魔開眼。  きっと彼女はその悪魔を見た瞬間、自身の命を引き換えにしないと少年を助けられないことを悟ったのでしょう。だからこう言った。  「ただ私が　ただ私が望んで選んだ道」  彼女はその後に続くCメロで少年に「一人で行けるさ」と語りかけます。これはきっと、少年に伝える以上に彼女に言い聞かせているのでしょう(なぜそう思ったかは後述します)。  このCメロから、今まで過去形だった歌詞が全て現在形に変わります。 今までの楽しい思い出は、全て悪魔を目の前にして少年との別れを悟った彼女の回想だったのです。 死を前にしたその瞬間、少年の未来へ「だからもう大丈夫だ」と苦し紛れに発する彼女の言葉がどれほどの不安と心配と愛に満ちているのか……この時点でもう涙腺が壊れます。  そして彼女は眼前に迫った悪魔の手を焼き払い、「舞い納め」へと向かいます。少年に、最高の未来をあげるために。  この部分で象徴的なのが、少年が旅の初めに見つけた、一般に幸せの象徴とされる青い鳥を結界で包むシーン。二人旅をしたその時から少年の幸せが既に手の中にあったこと、そしてそれを守るのが彼女の役目であることを示しています。へにゃ、としょぼくれて彼女の手の中に収まる様子が気の抜けた安心感を与えてくれるからこそ、そんな青い鳥(=少年の幸せ)を守ってあげたいという共感を強く呼び起こします。  そしてラスサビ、大サビでは、命令口調で少年への怒涛のメッセージが紡がれます。言葉尻は戦士である彼女の人格を滲ませつつ、その歌詞は全て人生を通して大切な教えです。まるで遺書のような歌詞に、ここまで耐えていた人の涙腺も崩壊したのではないでしょうか。  この話をするためにこのクソ長レビューを書いている、と言っても過言では無いMVの超超超最高ポイントが、3:22~からです。 悪魔の攻撃を彼女が軽々と避けるシーンなのですが、この動き、既視感無いですか？  そう、1サビの剣術修行の彼女の避け方と同じなのです。避けた後に隙を突いて悪魔の手を跳ね除けるところまで、少年との修行と構図が被っています。 悪魔となっても、所詮弟子は弟子。 思い出と重ね合わせて悪魔を退けるエモさと、彼女の圧倒的な戦闘力を感じる、胸が熱くなるシーンです。  それと同時に、少年が悪魔になっても彼女に勝てないという事実は、少年にはまだまだ彼女に学ぶべきことがあることも示唆しています。少年はもう弱くはない、しかしきっと強くもない。「もう教えることは無い」と思える根拠は、実はこの曲のどこにも無いのです。 さらに、この悪魔が少年と同じ動きをしたということは、彼女は意図せずに悪魔に戦いの教えを施し、加担していたということになるのです。「私が望んで選んだ道」の先に。 だからこそ彼女は死を前に「君」が大丈夫であることを言い聞かせるように繰り返し語るし、まだまだ教える事が沢山あった少年の進む道から災いを取り払うために、悪魔に手を貸した自分の責任を果たすために、命を賭してでも悪魔を倒さなくてはならないのです。  し、しんどいって〜〜〜〜〜〜〜〜〜！！！！！  そしてこの曲の Most 涙腺タコ殴りポイントがここ。  「体は大切にしろ　野菜も食え　腹は出して寝るな もっと　もっと　もっと君を見たかった」  ここ、ほんとに、今までの言葉より遥かに距離が近いんです。 少年は肉ばっか食ってるし腹は出して寝るし、そんなの近くで見てないとわかんないじゃないですか。他でもない「君」に贈る言葉だからこそ、こんなにパーソナルな、視聴者に関係ない話が出てくるってことじゃないですか。 そして最後に、少年を抱きしめながら、「もっと君を見たかった」と、言葉を遺す。それはまるで、我が子の成長を見守ることを楽しみとする母のような行動と言葉です。 少年に結界を張ってあげることが、その時彼女にできる唯一の事だった。  本当はきっともっと長い時間をかけて、色んなことを教えて、たくさんの景色を見たかったに違いないんです。 それでも彼女は、自分の使命と愛する少年のために、一世一代の「奥義」を発動しました。  うっ……うぅっ……うぇ……ひっぐ……(号泣)  最後に、少年が草原の中にゆっくりと横たえられるカットでこの楽曲は幕を閉じます。安らかな少年の顔は、戦いに決着がつき、災いが去ったことを暗示させてくれるものでした。   ここまで長々と語ってしまいました……。 さて、皆さんはこのMVを見て、このMVの後の展開について何か考えましたか？ 私はこの作品について、正直な感想を言えば「前日譚」だと感じました。次作があるなら、きっと少年が主人公で、そこからが本編だと。  物語の登場人物は、主人公を始めとするいくつかの属性に分類されると言われています。 主人公は、成長を義務づけられています。 「もう君は負けない」「君はもう弱くはない」という歌詞は、物語を通して成長する典型的な主人公の特性です。 さらに言えば、作品の背景、特に1番の背景は少年の心象に合わせて変化していく傾向がありました。 つまり、この物語の主人公は少年なのだと私は考えています。  では、作品の中心人物である女性は何者なのか？ 彼女は、主人公を導く「メンター」という存在です。 戦闘の手ほどきは、まさしくメンターの役割と言われています。ラスサビ、大サビの「もっと世界を見て〜」からの言葉は、もうメンターど真ん中のセリフです。大抵の物語では、主人公がこの教えを胸に一人で歩き始めるのです。  この作品、一見主人公が女性のように見えますが、物語構造的には主人公の少年を別角度から見た、いわばアナザーストーリーだと感じられます。 私たちのための。  幼い頃にメンターに助けられた主人公は、しばしば悩みに囚われます。 「自分がいたせいで、メンターの人生を不幸にしてしまったのではないだろうか？」 この悩みは、メンターと主人公の信頼関係が深ければ深いほど、主人公が無邪気であればあるほど深く主人公を悩ませます。どんな敵を倒すより難しい「亡き人の心情を察する」という行為は、ひとつの作品のテーマにすらなりえます。 きっと「奥義」の少年は、この後自分で解を見つけて一人勝手に納得するしかありません。 しかし、私たちは知っています。 「私は楽しかった　私は嬉しかった　君が笑ってくれたから」と。 「その涙流れぬ日を願った」と。 「君は何も悪くはない」と。 メンターである彼女が思っていたことを。  「奥義」という曲は、主人公である少年の旅立ちまでの前日譚であり、その旅立ちの前に、先回りして視聴者にひとつの答えをこっそり教えてくれました。  主人公を育てた彼女は、幸せだったのだと。  主人公が知り得ないもうひとつの物語を、あなたもぜひご覧ください。   あ、ハンカチかティッシュは手元に置いておいた方がいいですよ！,"['深い主人公', '超超超最高ポイント', 'most涙腺タコ殴るポイント', '少年', '既視感無い']",-0.17442508680479868,0.2896860156740461
14,14,有機的なあなたへ/feat.足立レイ・唄音ウタ・ナースロボ＿タイプT,淋翁,https://www.nicovideo.jp/watch/sm42577486,"['#UTAU', '#VOICEVOX', '#ききいる', '#ドラムンベース', '#ナースロボ_タイプT', '#ポエトリーリーディング', '#ボカコレ2023夏', '#唄音ウタ', '#足立レイ', '#長文レビュー']",張り詰めた旋律で味わう、生きた情緒の調べ,"水面を抜けるように弾むピアノの張り詰めた旋律で、感情を宿した音像を引き立てる生きたフレーズの数々を点描の如く散りばめるドラムンベース。 ポエトリーリーディングに移行すると共にビートの変化する瞬間は特に印象深く、終始一定の緊張を湛えた本作の空気感の中に""緩和""の色を溶かし込む。冷たい電子の調べの中に温もりを、呼吸を感じるような情緒の波を織り成す繊細なアレンジに確かな拘りを感じられる。","['印象深い', 'ポエトリーリーディング', '冷たい電子', '空気感', '瞬間']",-0.15335630178451537,0.25674029588699343
15,15,sukuwalation / 歌愛ユキ ネヂェム 星尘Infinity,Ç¢Çª,https://www.nicovideo.jp/watch/sm42559396,"['#IDM', '#SynthesizerV', '#UTAU', '#VOCALOID', '#エクスペリメンタル', '#エレクトロニカ', '#セカイ系', '#ネヂェム', '#ボカコレ2023夏', '#星尘Infinity', '#歌愛ユキ']",脳に入り込んでくるSF女。←近寄らない方がいい←って感じのエクスペリメンタル,エクスペリメンタルで端正な印象のエレクトロニカ。整頓の合間に見える露悪的な表現が、自分だけに見せてくれているような計算されたもののような、わからないけどぎゅんっと心臓が跳ねる。,"['端正', '露悪', '心臓', '自分', '合間']",-0.1503511592745781,0.2747151032090187
16,16,人マニア - 重音テト,原口沙輔,https://www.nicovideo.jp/watch/sm42585649,"['#UTAU', '#アンダーグラウンド', '#エレクトロ', '#ボカコレ2023夏', '#重音テト']",「なんだこれは……」の無限ループに注意⚠️謎にキャッチーな電子ドラッグソング,この曲どうやって褒めたらいいんだろう……というツイートを見つけました。ホントだよ、今までの人生で出会ったことないよこんな曲。 まるで学習途中のAIが書いたかのような一見意味の通らない歌詞と、この世にあるあらゆる打音を集めて切り貼りしたような音は、なんだかテトが人の真似をして音楽を作ったような、まさしく「人マニア」と呼ぶべき世界観です。合成音声じゃないと絶対にできない尖った表現でありながら、なぜか何度でも聴ける引力がある。新規性と中毒性のかけ算の値の大きさに驚かされるばかりです。  ちなみにこの曲「プロの犯行」タグが付いています。作者の原口沙輔さんは、5歳の頃から作曲を始め多数の楽曲提供実績があるらしく……ひえぇ……,"['楽曲提供実績', '人マニア', '新規性', '中毒性', '世界観']",-0.1868968427181244,0.2853234827518463
17,17,オーバーコード / いえぬ feat.初音ミク,いえぬ,https://www.nicovideo.jp/watch/sm42489332,"['#VOCALOID', '#テクノポップ', '#ピコピコ', '#ボカコレ2023夏', '#初音ミク']",ボクのオモイを読み取って！,"軽快なサウンドと可愛らしいMVがまず目に留まりますが、そこからゲインのアップダウンで揺さぶったり、大胆なブレイクを入れたテクニカルな展開に終始魅了されました！ タイトルは動画どおりのバーコードと「記号」の意味の「コード」を掛けたタイトルで、「オーバーコード＝記号（非個性的なモノ）を超えろ！」という意図だと思います。 バーコードみたいな表面的に似たり寄ったりなモノが並ぶ世界で、その中にある個性に気付いてほしいという、寂しさの中に湧き上がる""怒り""に似た感情の叫びが最後の歌詞から強く伝わりました。","['非個性', 'オーバーコード', '動画どおり', 'アップダウン', '可愛らしいmV']",-0.1472262740135193,0.2764291882514954
18,18,肺腑より愛の歌／夏色花梨,森下うたた,https://www.nicovideo.jp/watch/sm42441881,"['#SynthesizerV', '#クール', '#ボカコレ2023夏', '#メタル', '#夏色花梨']",ゴリゴリのメタルサウンド！,ハードなギターとシャウトが力強くホールに轟く。そんなシーンが目に浮かびます！メタル系アイドルソング！,"['メタル系アイドルソング', '力強いホール', 'ギター', 'シャウト', 'シーン']",-0.16534788608551027,0.3073405146598816
19,19,命鏡死水がお似合いで。｜ ナースロボ＿タイプT × 風邪イモ,砂乃未時,https://www.nicovideo.jp/watch/sm42401797,"['#UTAU', '#VOICEVOX', '#クール', '#ストリングス', '#ドラムンベース', '#ナースロボ_タイプT', '#ボカコレ2023夏', '#長文レビュー', '#風邪イモ']",憧れの模倣ではない「自分の色」が輝く作品,「創作は模倣から始まる」としばし言われますが、模倣からの脱却というのは険しく越えがたい壁があると思います。 模倣に溺れて個性が死ぬ前に、藻掻き足掻いて掴んだ唯一無二の表現。これが砂乃未時さんの世界観だと強く訴えかけてくる作品でした。この曲を聴いた方には是非、動画説明文にある砂乃未時さんのメッセージにも目を通してほしいです。 作品のイメージとしては「暗い曲」なのですが、その背景にある砂乃未時さんの熱い思いも一緒に感じてほしい。,"['砂乃未時', '動画説明文', '暗い曲', '熱い思い', '世界観']",-0.1640796193054744,0.2998080721923283
20,20,【可不】炎天下の記憶 - 爪楊枝地獄(from.カリカヌル女子子),爪楊枝地獄(カリカヌル女子子),https://www.nicovideo.jp/watch/sm42591138,"['#VOCAROCK', '#ボカコレ2023夏', '#可不', '#夏曲', '#爽やか', '#爽やかロック']",とても涼やかな炎天下の1ページ,TOP100ランキングに63時間58分ほど遅刻した、滑り込み投稿作品です。夏開催×バンド という黄金の組み合わせが、この楽曲にきらめいている！！,"['滑り込み投稿作品', '夏開催', 'バンド', '黄金', 'ランキング']",-0.18622666597366333,0.3169080831787803
21,21,トーテム / 伊根 feat. IA,伊根,https://www.nicovideo.jp/watch/sm42554399,"['#IA', '#VOCALOID', '#クール', '#プログレ', '#ボカコレ2023夏', '#変拍子', '#疾走感']",息も出来ないほどに凝縮された信仰の空気,信仰の声が生まれる瞬間の、全てを寄せ付けないほどに濃密な精神世界を構築する、隙の無い緊張携えたフレーズの応酬を圧倒的な構成力でストレートに聴かせるテクノチューン。,"['テクノチューン', '構成力', '無い緊張', '精神世界', 'ストレート']",-0.17734929422537485,0.3269724001487096
22,22,remember / 初音ミク と mochy / okotyama,mochy,https://www.nicovideo.jp/watch/sm42575243,"['#VOCALOID', '#VOCALOIDと歌ってみた', '#ノスタルジック', '#ボカコレ2023夏', '#ラップ', '#優しい', '#元気が出る', '#初音ミク', '#長文レビュー']",人間だからまぁしょうがないっか！,「迷惑なあなたもメガミンも」そんな歌詞でピンときた、ふふってなっちゃったあなたに聞いてほしい。でも、ならなかったあなたにも聞いてほしいです。  こどものころ過ごした夏休み、そんなの今から再現しようとしても台本を読んでるみたいになる。それでも、すてきな台本に沿ってすてきないちにちを過ごしてみるのもいいじゃない。  記憶、時代の進み、時間の進み、そんなテーマをぼ～かろいどの歩みに重ねてみたり、生活に重ねてみたり、音楽に重ねてみたり。ゆったりと歌っているふたり（三人？）のようすを見ていると、ぜんぶまぁしょうがないかな、なんて、お気楽な気持ちになってくる。,"['三人', 'ふふって', '台本', 'すてき', '迷惑']",-0.13755354285240173,0.272696567433221
23,23,放課後ストラテジー／初音ミク,みのっち,https://www.nicovideo.jp/watch/sm42577783,"['#VOCALOID', '#かわいい', '#ダーク', '#チップチューン', '#ドット絵MV', '#ボカコレ2023夏', '#初音ミク', '#長文レビュー']","キュートでドラッギーな8bit""美少女""",恋愛ゲームの中の女の子が、あなたのことだけを好きになっちゃう！キュートでポップな世界観の中にドキドキ文芸部的な不穏かわいさも織り交ぜて。現代的でドラッギーな表現もスパイス的にぴりっと効く。ふわふわと着地しきらない進行に、チップチューン的なエッセンスを混ぜ込んだフュージョンで。イマドキな要素がてんこもりなのに、どれもが整理されて丁寧にパッケージングされているので、イヤらしさがまったくない。現代カワイイボーカロイドのひとつの象徴になるべき！,"['現代カワイイボーカロイド', '文芸部', '不穏かわいい', 'チップチューン', '世界観']",-0.16424076832257783,0.2712710453913762
24,24,孤独の音色 / 可不,あそ / aso,https://www.nicovideo.jp/watch/sm42570260,"['#CeVIO AI', '#POP', '#お洒落', '#ジャズ', '#ピアノ', '#優しい', '#可不.ボカコレ2023夏', '#最後まで聴くべき']",3:05からの＂サビ＂,ジャジーでポップに跳ねるピアノのリズムに乗せるのは、「言葉」が持つ意味や力への考察。 3:05からの＂サビ＂が本当にオシャレで大優勝です、必ず最後まで聴きましょう,"['大優勝', '最後', '意味', 'ポップ', '力']",-0.16799813508987427,0.3584002164693979
25,25,ランデブーは遠回り / 可不,Chuzuri,https://www.nicovideo.jp/watch/sm42567500,"[""#80's"", '#CeVIO AI', '#シティポップ', '#ドット絵MV', '#ボカコレ2023夏', '#レトロ', '#可不', '#宇宙', '#恋']",今はただあなたの軌道を見つめるだけ,ランデブー＝“別の軌道をもつ宇宙船どうしが宇宙空間で接近すること”と“男女が会うこと”を掛けた歌詞がきらりと光る恋のうた。交わることのない二人の軌道の行方は？,"['宇宙空間', '宇宙船', '行方', '歌詞', 'うた']",-0.1680560622896467,0.30291837453842163
26,26,PEERLESS1.1k - Love me. feat.可不,Sekimen,https://www.nicovideo.jp/watch/sm42577199,"['#CeVIO AI', '#ボカコレ2023夏', '#可不', '#愛', '#素直']",素直でまっすぐな愛のうた,“愛して” そのシンプルで素直な想いがまっすぐ届いてくる愛のうた。,"['うた', '愛', '想い', 'シンプル', '素直']",-0.17174575328826905,0.397033154964447
27,27,バック・グラウンド・メモリー / 初音ミク【初音ミクでゲームを作ってみた】,かかこ,https://www.nicovideo.jp/watch/sm42581537,"['#ゲーム', '#チップチューン', '#ボカコレ2023夏', '#レトロ', '#初音ミク', '#長文レビュー']",あなたの過去とミライをつなぐ横スクロールアクションゲーム,良すぎて語り尽くせません………  素晴らしい作品は、得てしてタイトルの表現性に優れているのですが、『バック・グラウンド・メモリー』の素晴らしさといったらないですね。  ゲームの世界設定と連動した歌詞はただでさえ秀逸なのに、ステージが変わるたびサウンドデザインとセットでその色を変えてくるので、どこまでも心を掴んできます。しかも、ゲームの攻略プレイ動画としても楽しめて、そのゲームを我々がブラウザ上でプレイできるはからいまで！そのうえゲームプレイ時にはステージ分岐でサウンドが変わるおまけつきです。こんな作品どう見積もったって最高ですよ……  あなたの過去とミライをつなぐ横スクロールアクションゲーム『バック・グラウンド・メモリー』、よろしければぜひ動画サイトで！どのような形であってもお楽しみ頂けると思います！,"['うえゲームプレイ時', '横スクロールアクションゲーム', '攻略プレイ動画', 'たびサウンドデザイン', '素晴らしい作品']",-0.18241284110329367,0.2948469844731418
28,28,しゃぼんだま/feat.初音ミク,雨天,https://www.nicovideo.jp/watch/sm42573978,"['#MikuPOP', '#VOCALOID', '#エレクトロニカ', '#チップチューン', '#ボカコレ2023夏', '#初音ミク', '#夏曲']",ふわりと浮かぶ思い出のはなし,手法的な発見が詰め込まれたトラックや映像表現に引き込まれてしまいました。じわりとした余白を残す歌詞も素敵です。,"['映像表現', '発見', '歌詞', '素敵', '余白']",-0.17693772415320078,0.31137435138225555
29,29,不可解な心臓／初音ミク,咲乃 凪,https://www.nicovideo.jp/watch/sm42574318,"['#VOCALOID', '#エレクトロ', '#ジャズ', '#トンデモポップ', '#ボカコレ2023夏', '#メルヘン', '#初音ミク', '#美しい']",どこまでも耳に心地良い音に包まれます,耳に優しいサウンドにミクさんの儚げな歌声。これがヘキなリスナー、いるんじゃないですか？ 2番Bメロでは期待通りジャジーな展開。オシャレな曲が好きな方はぜひ聴いてください ！,"['番bメロ', '優しいサウンド', '儚いげ', 'ミク', '期待']",-0.15585448650213388,0.33765027614740223
30,30,青天情 feat. 花隈千冬 - ニゲミチ,ニゲミチ,https://www.nicovideo.jp/watch/sm42574143,"['#SynthesizerV', '#VOCAROCK', '#ボカコレ2023夏', '#夏曲', '#爽やか', '#花隈千冬']",苦悩や葛藤×爽やかロック＝優勝,"花隈千冬の声が優しく寄り添う、涼しさマシマシなVOCAROCK 間奏のコーラスがどこか不揃いなことでより現実に迫るような感覚があり、自分の中の""青春""をくすぐられます","['vocarock間奏', '花隈千冬', '現実', '涼しい', 'マシマシ']",-0.14666297760876743,0.24472510272806342
31,31,ずっと/ノレカ feat. 鏡音リン、レン,ノレカ,https://www.nicovideo.jp/watch/sm42574429,"['#VOCALOID', '#ききいる', '#シューゲイザー', '#ボカコレ2023夏', '#ロックバラード', '#鏡音リン', '#鏡音レン']",轟音が巻き起こす感動、余韻まで重厚なシューゲイザー,透明な調べから、次第に折り重なるように飽和していくギターの奔流に爆発的な感動が胸を襲うシューゲイザー。柔らかな泣きメロをコーラスで更に加速させていく、余韻まで重厚な響き,"['泣きメロ', 'シューゲイザー', 'コーラス', '胸', '奔流']",-0.15895094474156699,0.2768944750229518
